NAME,TYPE,SUBTYPE,CR,SOURCE,LINK
Braelen Hatherhand,Humanoid,human,0,PotA,https://5e.tools/bestiary.html#braelen%20hatherhand_pota
Brahma Lutier,Humanoid,elf,2,AI,https://5e.tools/bestiary.html#brahma%20lutier_ai
Brain in a Jar,Undead,,6,LLK,https://5e.tools/bestiary.html#brain%20in%20a%20jar_llk
Brain in a Jar,Undead,,3,IDRotF,https://5e.tools/bestiary.html#brain%20in%20a%20jar_idrotf
Brain in Iron,Construct,,6,IMR,https://5e.tools/bestiary.html#brain%20in%20iron_imr
Brass Dragon Wyrmling,Dragon,,1,MM,https://5e.tools/bestiary.html#brass%20dragon%20wyrmling_mm
Braxow,Giant,,7,SKT,https://5e.tools/bestiary.html#braxow_skt
Bridesmaid of Zuggtmoy,Plant,,1/8,OotA,https://5e.tools/bestiary.html#bridesmaid%20of%20zuggtmoy_oota
Bristled Moorbounder,Beast,,3,EGW,https://5e.tools/bestiary.html#bristled%20moorbounder_egw
Broken King Antigonos,Monstrosity,,3,MOT,https://5e.tools/bestiary.html#broken%20king%20antigonos_mot
Brontosaurus,Beast,,5,VGM,https://5e.tools/bestiary.html#brontosaurus_vgm
Bronze Dragon Wyrmling,Dragon,,2,MM,https://5e.tools/bestiary.html#bronze%20dragon%20wyrmling_mm
Bronze Sable,Construct,,1,MOT,https://5e.tools/bestiary.html#bronze%20sable_mot
Bronze Scout,Construct,,1,MTF,https://5e.tools/bestiary.html#bronze%20scout_mtf
Bronzefume,Dragon,,13,PotA,https://5e.tools/bestiary.html#bronzefume_pota
Broom of Animated Attack,Construct,,1/4,CoS,https://5e.tools/bestiary.html#broom%20of%20animated%20attack_cos
Brown Bear,Beast,,1,MM,https://5e.tools/bestiary.html#brown%20bear_mm
Bugbear,Humanoid,goblinoid,1,MM,https://5e.tools/bestiary.html#bugbear_mm
Bugbear Chief,Humanoid,goblinoid,3,MM,https://5e.tools/bestiary.html#bugbear%20chief_mm
Bugbear Gardener,Humanoid,goblinoid,1,TftYP,https://5e.tools/bestiary.html#bugbear%20gardener_tftyp
Bugbear Lieutenant,Humanoid,goblinoid,1,TftYP,https://5e.tools/bestiary.html#bugbear%20lieutenant_tftyp
Bulette,Monstrosity,,5,MM,https://5e.tools/bestiary.html#bulette_mm
Bulezau,Fiend,demon,3,MTF,https://5e.tools/bestiary.html#bulezau_mtf
Bullywug,Humanoid,bullywug,1/4,MM,https://5e.tools/bestiary.html#bullywug_mm
Bullywug Croaker,Humanoid,bullywug,2,GoS,https://5e.tools/bestiary.html#bullywug%20croaker_gos
Bullywug Royal,Humanoid,bullywug,3,GoS,https://5e.tools/bestiary.html#bullywug%20royal_gos
Buppido,Humanoid,derro,1/4,OotA,https://5e.tools/bestiary.html#buppido_oota
Burney the Barber,Dragon,,21,BGDIA,https://5e.tools/bestiary.html#burney%20the%20barber_bgdia
Burnished Hart,Construct,,2,MOT,https://5e.tools/bestiary.html#burnished%20hart_mot
Burrowshark,Humanoid,human,4,PotA,https://5e.tools/bestiary.html#burrowshark_pota
Buster the Bear,Construct,,1,RMBRE,https://5e.tools/bestiary.html#buster%20the%20bear_rmbre
Cackler,Fiend,demon,1/2,GGR,https://5e.tools/bestiary.html#cackler_ggr
Cadaver Collector,Construct,,14,MTF,https://5e.tools/bestiary.html#cadaver%20collector_mtf
Calcryx,Dragon,,2,TftYP,https://5e.tools/bestiary.html#calcryx_tftyp
Cambion,Fiend,,5,MM,https://5e.tools/bestiary.html#cambion_mm
Camel,Beast,,1/8,MM,https://5e.tools/bestiary.html#camel_mm
Canoloth,Fiend,yugoloth,8,MTF,https://5e.tools/bestiary.html#canoloth_mtf
Canopic Golem,Construct,,13,CM,https://5e.tools/bestiary.html#canopic%20golem_cm
Captain N'ghathrod,Aberration,,8,WDMM,https://5e.tools/bestiary.html#captain%20n'ghathrod_wdmm
Captain Othelstan,Humanoid,human,5,HotDQ,https://5e.tools/bestiary.html#captain%20othelstan_hotdq
Captain Xendros,Humanoid,tiefling,2,GoS,https://5e.tools/bestiary.html#captain%20xendros_gos
Carnivorous Flower,Plant,,5,RoT,https://5e.tools/bestiary.html#carnivorous%20flower_rot
Carrion Crawler,Monstrosity,,2,MM,https://5e.tools/bestiary.html#carrion%20crawler_mm
Carrion Ogre,Giant,,2,WDMM,https://5e.tools/bestiary.html#carrion%20ogre_wdmm
Carrion Stalker,Monstrosity,,3,VRGR,https://5e.tools/bestiary.html#carrion%20stalker_vrgr
Carrionette,Construct,,1,VRGR,https://5e.tools/bestiary.html#carrionette_vrgr
Cassiok Shadowdusk,Aberration,,12,WDMM,https://5e.tools/bestiary.html#cassiok%20shadowdusk_wdmm
Cat,Beast,,0,MM,https://5e.tools/bestiary.html#cat_mm
Category 1 Krasis,Monstrosity,,1,GGR,https://5e.tools/bestiary.html#category%201%20krasis_ggr
Category 2 Krasis,Monstrosity,,6,GGR,https://5e.tools/bestiary.html#category%202%20krasis_ggr
Category 3 Krasis,Monstrosity,,16,GGR,https://5e.tools/bestiary.html#category%203%20krasis_ggr
Catoblepas,Monstrosity,,5,VGM,https://5e.tools/bestiary.html#catoblepas_vgm
Cave Badger,Beast,,1/4,OotA,https://5e.tools/bestiary.html#cave%20badger_oota
Cave Bear,Beast,,2,MM,https://5e.tools/bestiary.html#cave%20bear_mm
Cave Fisher,Monstrosity,,3,VGM,https://5e.tools/bestiary.html#cave%20fisher_vgm
Cavil Zaltobar,Humanoid,human,6,PotA,https://5e.tools/bestiary.html#cavil%20zaltobar_pota
Celestial Spirit,Celestial,,—,TCE,https://5e.tools/bestiary.html#celestial%20spirit_tce
Celestial Spirit,Celestial,,—,UA20SMT,https://5e.tools/bestiary.html#celestial%20spirit_ua20smt
Centaur,Monstrosity,,2,MM,https://5e.tools/bestiary.html#centaur_mm
Centaur Mummy,Undead,,6,TftYP,https://5e.tools/bestiary.html#centaur%20mummy_tftyp
Cerodon,Beast,,6,PSA,https://5e.tools/bestiary.html#cerodon_psa
Chain Devil,Fiend,devil,8,MM,https://5e.tools/bestiary.html#chain%20devil_mm
Chamberlain of Zuggtmoy,Plant,,2,OotA,https://5e.tools/bestiary.html#chamberlain%20of%20zuggtmoy_oota
Champion,Humanoid,any race,9,VGM,https://5e.tools/bestiary.html#champion_vgm
Changeling,Humanoid,"changeling, shapechanger",1/2,ERLW,https://5e.tools/bestiary.html#changeling_erlw
Chaos Quadrapod,Aberration,,4,AI,https://5e.tools/bestiary.html#chaos%20quadrapod_ai
Chardalyn Berserker,Fiend,,4,IDRotF,https://5e.tools/bestiary.html#chardalyn%20berserker_idrotf
Chardalyn Dragon,Construct,,11,IDRotF,https://5e.tools/bestiary.html#chardalyn%20dragon_idrotf
Chasme,Fiend,demon,6,MM,https://5e.tools/bestiary.html#chasme_mm
Chief Guh,Giant,,5,SKT,https://5e.tools/bestiary.html#chief%20guh_skt
Chief Kartha-Kaya,Monstrosity,,4,SKT,https://5e.tools/bestiary.html#chief%20kartha-kaya_skt
Chief Nosnra,Giant,,8,TftYP,https://5e.tools/bestiary.html#chief%20nosnra_tftyp
Chimera,Monstrosity,,6,MM,https://5e.tools/bestiary.html#chimera_mm
Chimeric Baboon,Beast,,0,IDRotF,https://5e.tools/bestiary.html#chimeric%20baboon_idrotf
Chimeric Cat,Beast,,0,IDRotF,https://5e.tools/bestiary.html#chimeric%20cat_idrotf
Chimeric Fox,Beast,,0,IDRotF,https://5e.tools/bestiary.html#chimeric%20fox_idrotf
Chimeric Hare,Beast,,0,IDRotF,https://5e.tools/bestiary.html#chimeric%20hare_idrotf
Chimeric Rat,Beast,,0,IDRotF,https://5e.tools/bestiary.html#chimeric%20rat_idrotf
Chimeric Weasel,Beast,,0,IDRotF,https://5e.tools/bestiary.html#chimeric%20weasel_idrotf
Chitine,Monstrosity,,1/2,VGM,https://5e.tools/bestiary.html#chitine_vgm
Choker,Aberration,,1,MTF,https://5e.tools/bestiary.html#choker_mtf
Choldrith,Monstrosity,,3,VGM,https://5e.tools/bestiary.html#choldrith_vgm
Chukka,Humanoid,kenku,1/4,BGDIA,https://5e.tools/bestiary.html#chukka_bgdia
Chupacabra,Monstrosity,,3,PSX,https://5e.tools/bestiary.html#chupacabra_psx
Chuul,Aberration,,4,MM,https://5e.tools/bestiary.html#chuul_mm
Chuul Spore Servant,Plant,,4,OotA,https://5e.tools/bestiary.html#chuul%20spore%20servant_oota
Chwinga,Elemental,,0,ToA,https://5e.tools/bestiary.html#chwinga_toa
Chwinga,Elemental,,0,CM,https://5e.tools/bestiary.html#chwinga_cm
Chwinga,Elemental,,0,IDRotF,https://5e.tools/bestiary.html#chwinga_idrotf
Cinderhild,Giant,,2,SKT,https://5e.tools/bestiary.html#cinderhild_skt
Claugiyliamatar,Dragon,,23,SKT,https://5e.tools/bestiary.html#claugiyliamatar_skt
Clawfoot,Beast,,1,ERLW,https://5e.tools/bestiary.html#clawfoot_erlw
Clay Gladiator,Construct,,5,ToA,https://5e.tools/bestiary.html#clay%20gladiator_toa
Clay Golem,Construct,,9,MM,https://5e.tools/bestiary.html#clay%20golem_mm
Cloaker,Aberration,,8,MM,https://5e.tools/bestiary.html#cloaker_mm
Clockwork Behir,Construct,,11,OoW,https://5e.tools/bestiary.html#clockwork%20behir_oow
Clockwork Dragon,Construct,,1,AI,https://5e.tools/bestiary.html#clockwork%20dragon_ai
Clockwork Kraken,Construct,,10,LLK,https://5e.tools/bestiary.html#clockwork%20kraken_llk
Clockwork Mule,Construct,,1/8,SKT,https://5e.tools/bestiary.html#clockwork%20mule_skt
Clonk,Humanoid,kenku,1/4,BGDIA,https://5e.tools/bestiary.html#clonk_bgdia
Cloud Giant,Giant,,9,MM,https://5e.tools/bestiary.html#cloud%20giant_mm
Cloud Giant Ghost,Undead,,9,CM,https://5e.tools/bestiary.html#cloud%20giant%20ghost_cm
Cloud Giant Noble,Giant,,9,TftYP,https://5e.tools/bestiary.html#cloud%20giant%20noble_tftyp
Cloud Giant Smiling One,Giant,cloud giant,11,VGM,https://5e.tools/bestiary.html#cloud%20giant%20smiling%20one_vgm
Clovin Belview,Humanoid,mongrelfolk,1/4,CoS,https://5e.tools/bestiary.html#clovin%20belview_cos
Cockatrice,Monstrosity,,1/2,MM,https://5e.tools/bestiary.html#cockatrice_mm
Cog,Giant,,5,SKT,https://5e.tools/bestiary.html#cog_skt
Coldlight Walker,Undead,,5,IDRotF,https://5e.tools/bestiary.html#coldlight%20walker_idrotf
Colossus of Akros,Construct,,23,MOT,https://5e.tools/bestiary.html#colossus%20of%20akros_mot
Commoner,Humanoid,any race,0,MM,https://5e.tools/bestiary.html#commoner_mm
Conclave Dryad,Fey,,9,GGR,https://5e.tools/bestiary.html#conclave%20dryad_ggr
Conjurer,Humanoid,any race,6,VGM,https://5e.tools/bestiary.html#conjurer_vgm
Constrictor Snake,Beast,,1/4,MM,https://5e.tools/bestiary.html#constrictor%20snake_mm
Construct Spirit,Construct,,—,TCE,https://5e.tools/bestiary.html#construct%20spirit_tce
Constructed Commoner,Construct,,0,CM,https://5e.tools/bestiary.html#constructed%20commoner_cm
Copper Dragon Wyrmling,Dragon,,1,MM,https://5e.tools/bestiary.html#copper%20dragon%20wyrmling_mm
Copper Stormforge,Humanoid,dwarf,1/2,WDMM,https://5e.tools/bestiary.html#copper%20stormforge_wdmm
Core Spawn Crawler,Aberration,,1,EGW,https://5e.tools/bestiary.html#core%20spawn%20crawler_egw
Core Spawn Emissary,Aberration,,6,EGW,https://5e.tools/bestiary.html#core%20spawn%20emissary_egw
Core Spawn Seer,Aberration,,13,EGW,https://5e.tools/bestiary.html#core%20spawn%20seer_egw
Core Spawn Worm,Aberration,,15,EGW,https://5e.tools/bestiary.html#core%20spawn%20worm_egw
Corpse Flower,Plant,,8,MTF,https://5e.tools/bestiary.html#corpse%20flower_mtf
Corrin Delmaco,Humanoid,halfling,1,ERLW,https://5e.tools/bestiary.html#corrin%20delmaco_erlw
Corrupted Avatar of Lurue,Monstrosity,,8,CM,https://5e.tools/bestiary.html#corrupted%20avatar%20of%20lurue_cm
Cosmotronic Blastseeker,Humanoid,any race,4,GGR,https://5e.tools/bestiary.html#cosmotronic%20blastseeker_ggr
Couatl,Celestial,,4,MM,https://5e.tools/bestiary.html#couatl_mm
Count Thullen,Giant,,10,SKT,https://5e.tools/bestiary.html#count%20thullen_skt
Counterflux Blastseeker,Humanoid,any race,2,GGR,https://5e.tools/bestiary.html#counterflux%20blastseeker_ggr
Countess Sansuri,Giant,,11,SKT,https://5e.tools/bestiary.html#countess%20sansuri_skt
Cow,Beast,,1/4,VGM,https://5e.tools/bestiary.html#cow_vgm
Crab,Beast,,0,MM,https://5e.tools/bestiary.html#crab_mm
Crab Folk,Giant,,3,MFF,https://5e.tools/bestiary.html#crab%20folk_mff
Crag Cat,Monstrosity,,1,SKT,https://5e.tools/bestiary.html#crag%20cat_skt
Cranium Rat,Beast,,0,VGM,https://5e.tools/bestiary.html#cranium%20rat_vgm
Crawling Claw,Undead,,0,MM,https://5e.tools/bestiary.html#crawling%20claw_mm
Creepy Doll,Construct,,2,PSI,https://5e.tools/bestiary.html#creepy%20doll_psi
Cressaro,Giant,,9,SKT,https://5e.tools/bestiary.html#cressaro_skt
Criosphinx,Monstrosity,,13,PSA,https://5e.tools/bestiary.html#criosphinx_psa
Crocodile,Beast,,1/2,MM,https://5e.tools/bestiary.html#crocodile_mm
Crokek'toeck,Fiend,demon,14,BGDIA,https://5e.tools/bestiary.html#crokek'toeck_bgdia
Crow,Beast,,0,WDMM,https://5e.tools/bestiary.html#crow_wdmm
Crushing Wave Priest,Humanoid,human,2,PotA,https://5e.tools/bestiary.html#crushing%20wave%20priest_pota
Crushing Wave Reaver,Humanoid,human,1/2,PotA,https://5e.tools/bestiary.html#crushing%20wave%20reaver_pota
Cryovain,Dragon,,13,SKT,https://5e.tools/bestiary.html#cryovain_skt
Crystal Battleaxe,Construct,,1/4,WDMM,https://5e.tools/bestiary.html#crystal%20battleaxe_wdmm
Crystal Golem,Construct,,10,WDMM,https://5e.tools/bestiary.html#crystal%20golem_wdmm
Cult Fanatic,Humanoid,any race,2,MM,https://5e.tools/bestiary.html#cult%20fanatic_mm
Cultist,Humanoid,any race,1/8,MM,https://5e.tools/bestiary.html#cultist_mm
Curran Corvalin,Humanoid,halfling,0,TftYP,https://5e.tools/bestiary.html#curran%20corvalin_tftyp
Cyclops,Giant,,6,MM,https://5e.tools/bestiary.html#cyclops_mm
Cyrus Belview,Humanoid,mongrelfolk,1/4,CoS,https://5e.tools/bestiary.html#cyrus%20belview_cos
Dagdra Deepforge,Humanoid,dwarf,2,OoW,https://5e.tools/bestiary.html#dagdra%20deepforge_oow
Damaged Flesh Golem,Construct,,1,EGW,https://5e.tools/bestiary.html#damaged%20flesh%20golem_egw
Dancing Item,Construct,,—,TCE,https://5e.tools/bestiary.html#dancing%20item_tce
Dancing Item,Construct,,—,UA20S2,https://5e.tools/bestiary.html#dancing%20item_ua20s2
Dao,Elemental,,11,MM,https://5e.tools/bestiary.html#dao_mm
Darathra Shendrel,Humanoid,human,3,PotA,https://5e.tools/bestiary.html#darathra%20shendrel_pota
Darathra Shendrel,Humanoid,Chondathan human,0,SKT,https://5e.tools/bestiary.html#darathra%20shendrel_skt
Dark Tide Knight,Humanoid,human,3,PotA,https://5e.tools/bestiary.html#dark%20tide%20knight_pota
Darkling,Fey,,1/2,VGM,https://5e.tools/bestiary.html#darkling_vgm
Darkling Elder,Fey,,2,VGM,https://5e.tools/bestiary.html#darkling%20elder_vgm
Darkmantle,Monstrosity,,1/2,MM,https://5e.tools/bestiary.html#darkmantle_mm
Darz Helgar,Humanoid,Illuskan human,0,SKT,https://5e.tools/bestiary.html#darz%20helgar_skt
Davian Martikov,Humanoid,"human, shapechanger",2,CoS,https://5e.tools/bestiary.html#davian%20martikov_cos
Davil Starsong,Humanoid,elf,6,WDH,https://5e.tools/bestiary.html#davil%20starsong_wdh
Deadstone Cleft Stone Giant,Giant,,7,SKT,https://5e.tools/bestiary.html#deadstone%20cleft%20stone%20giant_skt
Death Dog,Monstrosity,,1,MM,https://5e.tools/bestiary.html#death%20dog_mm
Death Kiss,Aberration,,10,VGM,https://5e.tools/bestiary.html#death%20kiss_vgm
Death Knight,Undead,,17,MM,https://5e.tools/bestiary.html#death%20knight_mm
Death Slaad,Aberration,shapechanger,10,MM,https://5e.tools/bestiary.html#death%20slaad_mm
Death Tyrant,Undead,,14,MM,https://5e.tools/bestiary.html#death%20tyrant_mm
Death's Head,Undead,,1/2,VRGR,https://5e.tools/bestiary.html#death's%20head_vrgr
Death's Head of Bhaal,Humanoid,human,5,BGDIA,https://5e.tools/bestiary.html#death's%20head%20of%20bhaal_bgdia
Deathlock,Undead,,4,MTF,https://5e.tools/bestiary.html#deathlock_mtf
Deathlock Mastermind,Undead,,8,MTF,https://5e.tools/bestiary.html#deathlock%20mastermind_mtf
Deathlock Wight,Undead,,3,MTF,https://5e.tools/bestiary.html#deathlock%20wight_mtf
Deathpact Angel,Celestial,,14,GGR,https://5e.tools/bestiary.html#deathpact%20angel_ggr
Decapus,Monstrosity,,4,TTP,https://5e.tools/bestiary.html#decapus_ttp
Deep Crow,Monstrosity,,9,AI,https://5e.tools/bestiary.html#deep%20crow_ai
Deep Gnome (Svirfneblin),Humanoid,gnome,1/2,MM,https://5e.tools/bestiary.html#deep%20gnome%20(svirfneblin)_mm
Deep Rothé,Beast,,1/4,VGM,https://5e.tools/bestiary.html#deep%20rothé_vgm
Deep Scion,Humanoid,shapechanger,3,VGM,https://5e.tools/bestiary.html#deep%20scion_vgm
Deepking Horgar Steelshadow V,Humanoid,dwarf,3,OotA,https://5e.tools/bestiary.html#deepking%20horgar%20steelshadow%20v_oota
Deer,Beast,,0,MM,https://5e.tools/bestiary.html#deer_mm
Deformed Duergar,Humanoid,dwarf,1,WDMM,https://5e.tools/bestiary.html#deformed%20duergar_wdmm
Deinonychus,Beast,,1,VGM,https://5e.tools/bestiary.html#deinonychus_vgm
Demilich,Undead,,18,MM,https://5e.tools/bestiary.html#demilich_mm
Demogorgon,Fiend,demon,26,MTF,https://5e.tools/bestiary.html#demogorgon_mtf
Demogorgon,Monstrosity,,4,HftT,https://5e.tools/bestiary.html#demogorgon_hftt
Demonlord of Ashmouth,Fiend,devil,11,PSI,https://5e.tools/bestiary.html#demonlord%20of%20ashmouth_psi
Demos Magen,Construct,,2,IDRotF,https://5e.tools/bestiary.html#demos%20magen_idrotf
Derro,Humanoid,derro,1/4,MTF,https://5e.tools/bestiary.html#derro_mtf
Derro Savant,Humanoid,derro,3,MTF,https://5e.tools/bestiary.html#derro%20savant_mtf
Deseyna Majarra,Humanoid,human,1/8,PotA,https://5e.tools/bestiary.html#deseyna%20majarra_pota
Deva,Celestial,,10,MM,https://5e.tools/bestiary.html#deva_mm
Devil Dog,Humanoid,tiefling,1/4,OoW,https://5e.tools/bestiary.html#devil%20dog_oow
Devkarin Lich,Undead,,14,GGR,https://5e.tools/bestiary.html#devkarin%20lich_ggr
Devourer,Fiend,,13,VGM,https://5e.tools/bestiary.html#devourer_vgm
Dezmyr Shadowdusk,Undead,,17,WDMM,https://5e.tools/bestiary.html#dezmyr%20shadowdusk_wdmm
Dhergoloth,Fiend,yugoloth,7,MTF,https://5e.tools/bestiary.html#dhergoloth_mtf
Diatryma,Beast,,1/4,WDH,https://5e.tools/bestiary.html#diatryma_wdh
Diderius,Undead,,15,RoT,https://5e.tools/bestiary.html#diderius_rot
Dimetrodon,Beast,,1/4,VGM,https://5e.tools/bestiary.html#dimetrodon_vgm
Dining Table Mimic,Monstrosity,shapechanger,3,WDH,https://5e.tools/bestiary.html#dining%20table%20mimic_wdh
Dire Corby,Humanoid,dire corby,1/2,MFF,https://5e.tools/bestiary.html#dire%20corby_mff
Dire Troll,Giant,,13,MTF,https://5e.tools/bestiary.html#dire%20troll_mtf
Dire Wolf,Beast,,1,MM,https://5e.tools/bestiary.html#dire%20wolf_mm
Disciple,Humanoid,,—,HoL,https://5e.tools/bestiary.html#disciple_hol
Displacer Beast,Monstrosity,,3,MM,https://5e.tools/bestiary.html#displacer%20beast_mm
Distended Corpse,Humanoid,any race,0,CoS,https://5e.tools/bestiary.html#distended%20corpse_cos
Diviner,Humanoid,any race,8,VGM,https://5e.tools/bestiary.html#diviner_vgm
Djinni,Elemental,,11,MM,https://5e.tools/bestiary.html#djinni_mm
Dolgaunt,Aberration,,3,ERLW,https://5e.tools/bestiary.html#dolgaunt_erlw
Dolgrim,Aberration,,1/2,ERLW,https://5e.tools/bestiary.html#dolgrim_erlw
Dolphin,Beast,,1/8,VGM,https://5e.tools/bestiary.html#dolphin_vgm
Don-Jon Raskin,Humanoid,human,1/2,DIP,https://5e.tools/bestiary.html#don-jon%20raskin_dip
Donaar Blit'zen,Humanoid,dragonborn,3,AI,https://5e.tools/bestiary.html#donaar%20blit'zen_ai
Donavich,Humanoid,human,1/4,CoS,https://5e.tools/bestiary.html#donavich_cos
Doomwake Giant,Giant,,11,MOT,https://5e.tools/bestiary.html#doomwake%20giant_mot
Doppelganger,Monstrosity,shapechanger,3,MM,https://5e.tools/bestiary.html#doppelganger_mm
Doru,Undead,,5,CoS,https://5e.tools/bestiary.html#doru_cos
Draconic Spirit,Dragon,,—,UA21DO,https://5e.tools/bestiary.html#draconic%20spirit_ua21do
Draegloth,Fiend,demon,7,VGM,https://5e.tools/bestiary.html#draegloth_vgm
Draft Horse,Beast,,1/4,MM,https://5e.tools/bestiary.html#draft%20horse_mm
Dragon Tortoise,Dragon,,17,CM,https://5e.tools/bestiary.html#dragon%20tortoise_cm
Dragon Turtle,Dragon,,17,MM,https://5e.tools/bestiary.html#dragon%20turtle_mm
Dragonbait,Humanoid,saurial,5,ToA,https://5e.tools/bestiary.html#dragonbait_toa
Dragonclaw,Humanoid,human,1,HotDQ,https://5e.tools/bestiary.html#dragonclaw_hotdq
Dragonfang,Humanoid,human,5,RoT,https://5e.tools/bestiary.html#dragonfang_rot
Dragonpriest,Giant,,5,TftYP,https://5e.tools/bestiary.html#dragonpriest_tftyp
Dragonsoul,Humanoid,human,7,RoT,https://5e.tools/bestiary.html#dragonsoul_rot
Dragonwing,Humanoid,human,2,HotDQ,https://5e.tools/bestiary.html#dragonwing_hotdq
Drake Companion,Dragon,,—,UA20S5,https://5e.tools/bestiary.html#drake%20companion_ua20s5
Dralmorrer Borngray,Humanoid,high elf,3,HotDQ,https://5e.tools/bestiary.html#dralmorrer%20borngray_hotdq
Drannin Splithelm,Humanoid,shield dwarf,7,PotA,https://5e.tools/bestiary.html#drannin%20splithelm_pota
Dread Warrior,Undead,,1,TftYP,https://5e.tools/bestiary.html#dread%20warrior_tftyp
Dretch,Fiend,demon,1/4,MM,https://5e.tools/bestiary.html#dretch_mm
Drevin,Humanoid,halfling,1,TftYP,https://5e.tools/bestiary.html#drevin_tftyp
Drider,Monstrosity,,6,MM,https://5e.tools/bestiary.html#drider_mm
Drivvin Freth,Humanoid,elf,12,WDMM,https://5e.tools/bestiary.html#drivvin%20freth_wdmm
Droki,Humanoid,derro,2,OotA,https://5e.tools/bestiary.html#droki_oota
Drow,Humanoid,elf,1/4,MM,https://5e.tools/bestiary.html#drow_mm
Drow Acolyte,Humanoid,elf,1/4,OotA,https://5e.tools/bestiary.html#drow%20acolyte_oota
Drow Arachnomancer,Humanoid,elf,13,MTF,https://5e.tools/bestiary.html#drow%20arachnomancer_mtf
Drow Bandit,Humanoid,elf,1/8,OotA,https://5e.tools/bestiary.html#drow%20bandit_oota
Drow Commander,Humanoid,elf,5,TftYP,https://5e.tools/bestiary.html#drow%20commander_tftyp
Drow Commoner,Humanoid,elf,0,OotA,https://5e.tools/bestiary.html#drow%20commoner_oota
Drow Cultist,Humanoid,elf,1/8,OotA,https://5e.tools/bestiary.html#drow%20cultist_oota
Drow Elite Warrior,Humanoid,elf,5,MM,https://5e.tools/bestiary.html#drow%20elite%20warrior_mm
Drow Favored Consort,Humanoid,elf,18,MTF,https://5e.tools/bestiary.html#drow%20favored%20consort_mtf
Drow Guard,Humanoid,elf,1/8,OotA,https://5e.tools/bestiary.html#drow%20guard_oota
Drow Gunslinger,Humanoid,elf,4,WDH,https://5e.tools/bestiary.html#drow%20gunslinger_wdh
Drow House Captain,Humanoid,elf,9,MTF,https://5e.tools/bestiary.html#drow%20house%20captain_mtf
Drow Inquisitor,Humanoid,elf,14,MTF,https://5e.tools/bestiary.html#drow%20inquisitor_mtf
Drow Mage,Humanoid,elf,7,MM,https://5e.tools/bestiary.html#drow%20mage_mm
